,text,label,english
393," леуметтік желілерде, ардагерлердің, мүгедек балалардың фотоларын шығарып қойып қанша лайкқа достойны екен деп жазып қоятындарға жаман жыным келеді өмірде ең маңызды нəрсе лайк болғанына ұят ",0,"social networks , veterans , put out photos of children with disabilities how many wrote that he was like dostoyn want to put a bad sex life, the most important thing was the like a shame "
394,"е еба бірдеме жазшы, мен жазғанымды күте бермей ",0,e eba something down and wrote not wait 
395,"басқа қыздарға ойнап сені жақсы көремін, анау мынау деп айту оңайда, именно жақсы көріп, ұнатып жүрген қызға келгенде кәдімгідей аузыңа сөз түспей қалады ғо d",0,"playing with other girls , i love you , is that this is easy to say , when a girl who fell in love with love , menno really will not get into the mouth sc d"
396,жүрегім жаралы онда qarakesekті тыңда ,0, my heart is broken then listen qarakesekti 
397,"қанша жаста тұрмыс құрғанды, үйленгенді жөн санайсыздар ",0,"how old should be married , married sanays zdar "
398,"ұнаймын ба бiлдiр жек көресің бе түсіндір сағынасын ба хабарлас ал егер ойнап жүрсең, құры ",0,"do you like it let me know do you hate explain do you miss it contact and if you play , kury "
399,қанша түзу жүрсеңде қисайған көлеңкеңнен кемшілік табатындар болады ,0,how much is tilted straight if you are finding fault with k le ke nen 
400,саған күлкі сыйлайтын адамды бағалай біл ,0,you know people appreciate that brings a smile 
401,"ештеңе жасамайтын адам ғана қателеспейді сондықтан қателесуден қорықпа, қатені қайталаудан қорық ",0,only a person who does nothing is wrong so do not be afraid to repeat the error of error reserve 
402,екеуміз полюбому бірге боламыз ,0,i will be with arguable 
403,ең бірінші махаббат басталады whatsappтан ,0,the first love from the start whatsapp 
404,кейде бәрін тастап кетiп қалғым келеді алыс ешкім жоқ жерге ,0,sometimes i want to leave all departures far no one on the ground 
405,мысалы дәл қазір мен сені сағынып отырмын ал сен оны білмейсің ,0,for example right now and i miss you and you do not know it 
406,"ұнату сырт келбетіне тәнті болу, ғашықтық сырт келбеті мен мінезін ұнату, ал махаббат тіпті кемшіліктеріне дейін жақсы көру ",0,"like to be impressed by the appearance and love like appearance and character , and to love even the disadvantages of a good view "
407,"басың бос кезде ешкім жазбай қалады да, жігітің бар болғанда нешетүрлі жігіттер жаза қалады, солайма қыздар ",0,"print remains empty when no one records , and when you have a boyfriend will write of many boys , so girls "
408,қиналсам да күлімдеймін мақсатыма жеткенше берілмеймін ,0,i smile even when i m in trouble i will not give up until i reach my goal 
409,мен екінші жартымды іздемеймін анам мені бүтін етіп туған ,0,"i m not looking for the second half, my mother gave birth to me as a whole "
410,"жұрттың сөзің тыңдама, олар не айтса да айта берсін ",0,"listen to the word of the people , let them say what they say "
411,"маған баспаған лүпілді, оған басып күйдіреді ғой ",0,"i would burn down virgin l pildi , "
412,сүйген адамыңа қол жеткізу үшін күресе білу қажет махаббат жақсы көрумен ғана шектелмейді ,0,for someone who loves to fight love is not only a good observation 
413,"әй, осыны оқып отырған адам басыңнан бақ кетпей қалсын түсіндің бе ",0,o you who are reading this do n t let the garden get in your way do you understand 
414,бір қызды бақытты еткін келеді ме онда дос сияқты сырлас әке сияқты қорға ,0,do you want a girl happy etkin where friends as well as intimate to the fund like a father 
415,каникулдың несі жақсы құр босқа сотка құшақтап жатасың ,0,what good are embraced lose weaving vacation 
416,"бəрін кешіре аламын, тек сатқындықты емес ",0,"i can forgive everything , not just betrayal "
417,сүйгеніңді өзгемен көруден артық азап жоқ шығар ,0,s ygeni di may not have suffered more than watching someone else 
418,"бізді өмір өзгерпейді, бізді жақын адам өзгертеді ",0,"our life has changed , change the people close to us "
419,кейкезде менi бір ой мазалайды ол да мені қызғанады мекен ,0,"sometimes one thought does not bother me , he made me jealous address"
420,"кім менің өміріме араласады, мен соның түбіне жетпей қоймаймын",0,"who is mixed , and not enough to the bottom of my life"
421,"өмірді жаңадан бастауға болмайды, тек басқаша жалғастыруға ғана болады ",0,"you can not start a new life , but otherwise will only continue "
422,"сен үшін барлығына дайын адамдарды, ренжітуші болма ",0,"are you ready for all the people , not offend "
423,"қыздар жігітімен ұрысып қалғанда бірінші оның суреттерінен құтылғысы келеді, сосын телефон нөмірін өшіреді, оның жазған смс тері мен соңғы звоногына дейін қалдырмай өшіріп, бірақ жүрегінде сақтап қалады жігіттер суреттерді де өшірмейді, хат хабарламалар да сол күйі қалады соған қарағанда бірден жүрегінен өшіре салады ау дейм ",0,"girls boyfriend had a fight in the first picture , and then tried to kill him off , he wrote his phone number off the skin and leave until the last zvonog na sms , but retain the heart turn off the guys images , email messages remain in the same condition apparently , immediately turn off the heart , i would like to make a range of "
424,ұялшақтығымның арқасында қаншама мүмкіндіктерді жіберіп алғанмын ,0,how many opportunities i missed due to my shyness 
425,боксты жақсы көретін қыз жалғыз менба ,0,menba the only girl who loves boxing 
426,онлайндар бассын көрейік қанша екенімізді,0,our online let s see how many bass
427,"эххх саған жаза бергім келеді, бірақ жалықтырып аламба деп қорқамын ",0," xxx bothering you d like to write , but i m afraid i can "
428,сенде бұны ішіңнен окып отсың ба ,0,you drink it ots read 
429,көп жетістікке жету үшін көп нәрседен бас тарту керек ,0,to cancel a lot of things to achieve success 
430,екеуміз полюбому бірге боламыз ,0,i will be with arguable 
431,менің қарндасыма қырндап жүрген жігіттерге денсаулығың мықты болса жігіті болп жүріп қөр ,0,to the guys who are shaving my sister what if you are in good health bolp boyfriend q r 
432,дым қатысы жоқ адамдардның важныйға шығатынына жыным келеді ,0,has been returned to people who are not related to the sex out of vajn y a 
433,"отбасыммен өткізген сəттерді қатты жақсы көремін кеш болғанда үстел басында отырып, олармен бірге өмірдегі қызықты да күлкілі сəттерді еске түсіргенге ешнəрсе жетпейді ",0,"love moments spent with my family evening at the table with them , while interesting and funny moments of life do not have anything like that "
434," өмірді қиындатудың не қажеті бар сүйесің бе үйлен суретке түсе алмайтын кыздар ашушаң болады екен шыдаудың екі түрі бар жек көріп шыдау жақсы көріп шыдау сенің үнсіздігіңді түсінбеген адам, сөзіңді түсінеді деп кім айтты сообщенияны оқып алып ответ қайтармайсын недеген нашар адамсын ұнатады екен деп, өзінше болмаш жазасың ба күнде жазып тұр аңдасаңда жазасың ба ващще жазбащ, а то нервма тиесің енді есіңе тускендей ешкімде шаруам жоқ ойлайтын адамым бар қай күні туылдың үстін басып көр өз мінезінді біл club қалай бабник бомайсың, қазақтың қыздары шеттерінен сулу болса сенсізде өмірім ғажап, өзіңше бола бермеші түнде бәрі сүйіктісін ойлайды мен бүгін ренжіп, ертең не үшін ренжігенімді ұмытып қалатын адаммын бізді де бір күні бір жан жақсы көрер мəəə, мектепті сағындым ғой тек бір ғана смс жаз, мен қуанамын менің сүйіп қалуым қиын бірақ сүйсем өте ұзақ уақыт сүйемін қыздар әр түрлі, бірақ олардың бәріне еркелеу ұнайды сендер де кішкентай інілеріңнен қызыңның аты кім деп сұрайсыңдар ма қәзір оригинал қыз табу қиын мен ешкімге де ренжімеймін егерде ренжейтін болсам кек аламын, ал кек алсам ешкімде тірі қалмайды мен жандарында болмасам да, жақсы көрген адамдарыма тек бақыт тілеймін админ анон шығаршы өтініш достар, мен сіздерге бір амулет тұмар туралы айтқым келіп отыр ол тұмар бақы, сәттілік және байлық әкеледі қысқасы, мен оқып жүргенімде оқуыммен қиындықтар болған, ал менің ағам курс студенті күнде қыдырып, өмірден ләззат алып жүретін сабағы да жақсы болатын, барлығы емес, бірақ, деген бағасы жоқ еді мен одан сен қалай оқымай жақсы бағалар алып жүрсін, күнде қай ақшаға қыдырасың деп сұрап көрдім, бірақ ол маған шындығын айтқанда күлкіден өлдім ол маған өзінің тұмары туралы айтып берді, мен оған сенбедім, тұмардың өмірге қандай қатысы бар деп ойладым сөйтіп ағам маған бәстесейік деді, ол маған осы тұмарды теңгеге алып берем деді, бірақ мен осы тұмармен емтихандарды жақсыға тапсырсам, мен оған теңге беремін деп бәстестің https bit ly mbvksp бір айдан соң мен емтихандарымды екі қалған сабақтардың барлығын ке тапсырдым https bit ly mbvksp осындай жетістіктеріме таңқалған туыстарым маған көрімдік ретінде ақша бере бастады бұрын ондай болмайтын сөйтіп мен ағама теңгесін қайтардым p s қазір бұл тұмар теңге тұрады жеткізуімен ақшасың тауар қолыңызға келгенде төлейсіз қысқасы, өздерің тексеріп көріңдер https bit ly mbvksp whatsapp , instagram жасамай тұр ма бәріңде не болды екен, іш пысты ғоо ана рамазан айы қош бол жазда ең көп желінетін тамақ мектеп бітті демалыс басталды, кім қайда барады демалысқа міне, соңғы сәресі уа, раббым біздерді келер жылы рамазанға аманесен жеткізе гөр йтеуір интернетте бəрі мұсылман, бəрі діни тұрғыдан күшті біледі мен кіммін мен әлемдегі ең керемет ананың перзентімін қазіргі жағдайымды екі сөзбен сипаттап бере аламын бақыттымын,альхамдулиллях жылдар бойы бірге жүріп, бір күлген,жақыныңның жат боларын кім білген с мұқағали мақатаев жамандықтарды ұмытсаң да, саған жасалған жақсылықтарды еш ұмытпа қыз жоқ жерде қызық жоқ құлаққа музыкадан да жағымдырақ естілетін бір нәрсе бар, ол тыныштық не болса да адамдар ғашық болып қалғанда өзгереді прикинь сені алғаш көргенде менсінбеп ем, қазір білмим қалай ғашық болып қалғанымды қырсық қыз махаббатқа адал болады дейт жігіт пен қыз дос болса,соңында біреуі ғашық болады бақыт бұл атаанаңның шынайы күлкісі маған өтірік жанашырлық пен жағымпаздықтың қажеті жоқ маған керегі шынайы достық пен кіршіксіз таза көңіл аш болсаң өзіңе ұқсамайсың аяғыңның размері қанша қоя тұр тек некеден кейін ғана суды толықтырып қояйын https vk com market w product ақымақ жиза маа сенде осылай салдың баа қаладан өзінің ауылына келіп типа городской болғанда сенер достарың бар болса әдеміі лүпіл қалдырып кетшищ романтик ренжiп қалды адамғаа ештеңе жакпайды мен бабник емеспін, просто жалғыз ұйықтауғаа қорқам қауiптi адам суретке ат қойыңыздар хай мен интернет қызмет сатумен айналысамвзлом жасау тгинста накрутка тгтегін интернет тгютуб под жинау тгвай фай бұзу тгтелефонға қосымша память тгақша табу жолы тгақша табу схемасы схема тгтөлемдер киви аркылыhttps vk com id апам тоқып берген бас киiмiм үйден әйелің қуып жібергендее ішің пысып, не істеріңді білмей отқан болсаң лүпілдетіп кетшищ қане қазақтар ай ат қойыңдар фотоғаа оқуды қызыл дипломға бітіріп жұмысқаа тұрдым өзіңді таптың баа гоуте тиркелиык бұл жерде бір адам тығылып тұр егер сен оны тапсаң, лайк бас өте үлкеееен жиза ал сен дәмін көрдің бе коммент қалдыра кетейік қазақтарға арналған чехол еркектің аты еркек тек қана әдемііі жандар ғана лүпілдетсінші көрейік нешеу екенбіз бир анашис адам паркте отырып анашаны кааатты шегип алганго сосын орынынан турып калса алдында ат шаааууып кележатр екен адам айтады е бул мумкин емес мен паркте журм бул мумкин емес дейд ат келип анау адамды каатты согады анау адам кансырап жатады кишкенеден кейин турып караса самалет ушып кележатр екен тагыда оз озин алдап жубатады мумкин емес деп и анау самалет адамды келип согадыда адам кайтадан кансырап жерте жатканго басын котерип карасы ракета кележатр екен каааатты скорспен емае бул мумкин емес паркте ракета болмайд десе ракета келип кааатты согадыда сосын аргы жактан бир адам е далбаеп кет былай карусельден олесин казир деп айтыпты бұл жолға млн тенге бөлiндi хехе дүкенде осы жағдайға тап болдым дос деген осы free fire аккаунт сататындар барма гоу коммент жалаңаш қыздар лайкты көп жинайды, ал мына атамыз шамамен қанша жинайды екен хехе мяяя, браттарға лайктан атайықшы быр алдар косе болыпты ол быр куны гараж сатып алады гараждын есымын не деп коярын былмимен танертен немды киюды умытып кетсем гараждын есымын суитып коямын дид ертесы куны ол трусиын киюды умытып кетеды сосн есымын труси деп кояды ол тагыда матацикл сатп алады онын атын не деп коярын былми мен танертен шы кандай соз айтамын суитып коямын дид ертесы куны танертен турып алдар апчууу деп чукыреды сосын атын апчуу деп кояды алдар косе жана диван алады онын атын не деп коярын былми мен ай ышынде кандай кызга гашык болам сол кыздын атын коямын диды ол ай ышынде аидана деген кызга гашык болады диваннын атын аидана деп кояды быр куны алдар палицияга барады палиция не болды десе алдар мен аиданамен жатканда трусиымды ашып карасам апчуым жок диды ",0," why make life difficult love married the girls were angry , you can not be photographed there are two types be able to withstand tolerate hate love and patience you do not understand nsizdigi di said the person , who understands that your word messaging read and reply qaytarmays n what poor people loves that kind of bolma do you write write every day do you write consciously va e jazba raised , and remember something belongs nervous now nobody do not care what people think try printing the surface of which was born the day know your character club how babn k while , if the edges of the kazakh girls beauty sensizde life is wonderful , you will not be at night, everyone thinks of their loved one and today , tomorrow or forget renjigenimdi for the offended person one day one of them love us mə əb, do not miss school only one sms during the summer , and i am glad it s hard for me to fall in love but love it, love is a very long time girls are different , but they all like pampering little brother you ask that your daughter s name now it is difficult to find an original girl i do not offend anyone if i renjeytin i can get revenge , and revenge , no one will be left alive and to their loved ones , not only happiness admin hanun statement released friends , i would like an amulet talisman it will bring wealth and happiness , good luck amulets in short , i read when i was , there are problems oqw mmen student , and my brother accompanying a joke , enjoy life every day the total was a good lesson , but would not the price of to and then how you re receiving the best prices reading , which saw a joke to ask for money every day , but i truly funny died he told me about his mascot , and did not believe him , amulets life , what have thought so my brother told me to dare me to this tenge, the talisman he said , but this charge enhancing tumarmen exams , and give him tenge argued https bit ly mbvksp a month later , and emt xandar md two passed to the rest of all the classes https bit ly mbvksp such a surprise, the family began to give me money as k rimdik progress before that so my brother and not returned the money ps now that the amulet gain tenge payment money in your hands in short , check it out for yourself https bit ly mbvksp whatsapp, instagram is not whether all of you what happened , abdominal m oo mother welcome to ramadan the most eaten food in summer who started the school over the weekend , where you go on vacation here is the latest sharezer o lord we safely deliver me from the month of ramadan next year muslim indefinitely until all of the internet , of course , knows a strong religious point of view who am i i am the child of the most wonderful mother in the world to describe the current situation in a nutshell i m happy, i can alxamdwl llyax over the years, walking with one nobody expected you are denied neighbor c m makatayev even if you forget the bad , never forget the good done to you there are no interesting girl there is something in the ear to hear the pleasant music , which is peace what will change when people are in love when you try to estimate the first rejected by the treatment , is now in love with how bilm m stubborn woman who will be faithful to love if a guy and a girl are friends , in the end one will fall in love happiness is a real smile of your parents i do not need false compassion and ja mpazd qt i need to focus on true friendship and pure if you are hungry, you are not like yourself what is the size your feet standing only after marriage i will refill the water https vk com market w product stupid жиза маа that s how you put the price how to come to his village when t pa city i believe there is beauty l pil friends ket leaving romantic renjip left adam aa jakpayd nothing i m not babn k spacious m afraid the only uy qtaw aa dangerous person ask the artist high and internet service sales aynal samvzlom tg nsta cheat tgtegin internet tgyutwb under collection tgvay fi violation tgtelefon a find additional memory tgaq a find a way tgaq a type circuit tgt lemder kiwi ark l https vk com id she textile , clothing m sending out your wife at home if your belly is bright , or do not know your deeds, otqan l pildetip ket s go kazakhs month name pay foto aa i lived with honors jum sqaa reading price you found yourself gout attachment this one is hiding there if you find it , like very big jiza and you have seen the taste let s leave a comment kazakhs gang men s the name of a man only those only demiii l pildetsin i let s see how many there are one person ana s park ana an kaaatt eg p algango if dust built up the place and then round before the horse aaaww p was kelejatr people say this is not mwmk n jwrm the park and came to the name , this is not mwmk n those people kaatt sogad those people are kans rap k keneden then round black samalet w p was kelejatr again not deceive his oz n jwbatad mwmk n came and those who samalet sogad da people back to kans rap jerte jatkango head koter p karas rocket was kelejatr kaaaatt skorspen emae this mwmk n came booster rocket bolmayd the park but not kaaatt sogad da then arg jaktan pick one person dalbaep said carousel oles n kazi he said this line has allocated million tenge hehe i came across this situation in the store this is a friend free fire dissuaded sells an account gow comment like going to a lot of girls naked , and this was going to our father about how much hehe myayaya , brattar a like atay q birr was kose offset he birr buy the garage kwn alad garajd n es m n what koyar n b lm and morning nemd pick remember to wear garajd n es m n suite koyam n d d ertes kwn he trws n remember to wear keted sosn es m n trws koyad ol that what receives to sell matac kl name again koyar n b lm and morning any word i say suite koyam n d d ertes kwn morning round ap www offset by the name of wk red sos n ap ww koyad aldar kose new sofa takes its name or koyar n b lm and month controller any k zga ga k of the same name for girls koyam n d d ol month to the controller a dana k zga ga k d vann n sets the name that a dana birr kwn is increasing pal c yaga pal c ya what was coming and say that while a danamen open trws md karas ap w m no strelec "
435,"алгебра, химия, физика мұғалімдерінің денсаулығына базар жоқ ко, вообще ауырып қалмайды ",0,"algebra , chemistry , physics teachers do not have the health of the market , however , is not actually sick "
436, сыныбыңда красавчик бала барма отмечаем ,0, are there class handsome boy we mark 
438,хехе,0,hehe
439,хехе,0,hehe
440,орысша білмеу ұят емес қазақша білмеу ұят ,0,it is not a shame not to know russian it s a shame not to know kazakh 
441,өләәәәә группа не болып кеткен деп лайк басып кетсеңдерш ,0, l group that has or is like ketse der 
443,солай болса лайк,0,"if so , like"
444,хехе,0,hehe
445,хехе,0,hehe
447,коментке ,0,comment 
448,лайкпен анықтап жіберейік ,0,will identify laykpen 
450,ай заман ай,0,month todate month
451,жаттап алыңыз керек болады ,0,you can remove the need to remember 
452,білесің ба жаным мені жоғалту оңай табу қиын мә жаным сонда сен пультсынбане ,0, do you know easy to lose difficult to find my soul body soul then you pwlts nbane 
453, кішкентай баланы загранпаспортқа суретке түсірудің амалы ,0, how to photograph a small child in a passport 
454, картоптар бұзылуд ,0, potatoes are spoiled 
455,сенде қыз барменде де қыз барекеуін подружка қымадықпа ,0, you have a girl i have a girl too do n t make friends with them 
456,шешеңді депті қоян қасқырға,0, speak the rabbit said to the wolf
457,хехе,0,hehe
458," ғасырда жасар қыздың жігіті бар, ал сенде жоқ ",0," century, the yearold girl s boyfriend , and you do not have "
459,жизама хехе,0,e hehe
460,қазіргі қыздар осындай боп кеттіғо шш,0,"currently, women such as ketti o min"
461,комментке,0,comment
462,хехе ,0,hehe 
463, сиыр алғандардың жағдайы осындай,0,this is the situation with those who got cows
464,жауап ,0,answer 
469, ешқашан ғаламтордан киім алмаңдар ,0, never take clothes online 
470, ураа ержан ұлды болды ,0, cheers yerzhan had a son 
471, құрметке лайық ,0,dear deserve 
472, бойы мынандай ещ ақыл айтып қояд ,0,throughout the following will tell the mind more ee 
473,распа ,0,raspa 
474, қызын әскерден күткен ,0,daughter awaited army
475,ахахах,0,ahahaha
476,қинады әптен,0,it hurts a lot
477, b ,0, b 
478,бастан өттіме ,0,i have experienced 
480,осы коменттер қанды іштіше ,0,this komentter bloody pain 
481,распа ,0,raspa 
483, менің үш тілегімді естігенде байқұс алтын балық жаман шошып кеттіғой ,0,my three hast heard the noise of the gold fish bayqus bad ketti oy 
485, бұл тек менде ма ,0, this is just me 
486," ұрыстан жеңілсеңдерде, мынадан жеңіліп қалмаңдар ұлдар гоуте ",0,do not include combat je ilse derde lost boys goater 
487,сөз жоқ ,0,no words 
488,бұл мен таңертең ,0,this is me in the morning 
489,мұғалімдерге мың алғыс ,0,thank you to the teachers 
490,қытай ,0,china 
491,менің балалық шағымның естеліктері,0,my memories of my childhood
492,осылай болсағой ,0,so bolsa oy 
493, осы адамдармен бір жерге шықсаң вечно проблема ғой ,0, this is ve no problem appears to be a bunch of people 
494,басы жақсы iстейдi екен ,0,home is good works 
495,машина түгілі жәй мотоциклды армандайтын халык бар екен,0,"there is a machine , let alone ordinary people dream of a motorcycle"
496,басыңды аударып қара,0,turn your eyes and black
497,"жаңадан темекі тартып, үйреніп жатқан жеткіншектер ",0,teenagers are used to attract new tobacco 
498," иван, мені қыс біткенше қазақтарға көрсетпеші ",0," ivan , do n t show me to kazakhs until the end of winter "
499,мектепте барлык жагдай жасалганы корынып тур,0,all calls jasalgan fund school tour
500,әжеге респект ,0,respect to the grandmother 
501,осы жылғы жас түлектердің барлығына сәттілік балл алыңыздар ,0,good luck to all the young graduates of this year points please 
502,қазақтарды жеңу мүмкін емес,0,kazakhs can not be overcome
503, үш жыл кредитті төлеуді айт енді ,0,tell me three years to pay the loan now 
504,қазақтың ауа тазартқышы ,0,kazakh air purifier 
505," мə мынаған вискас пен сүт ал да, қалғанын əкеп бер",0," mə v skas this give and led the rest of the milk and ,"
506,"маған дәл осындай гараж керек, ішіндегі көліктерімен бірге ",0,"i was the same , with cars in the garage "
507,"lamborghini aventador, біріккен араб әмірліктері ",0,"lamborghini aventador , united arab emirates "
508,анашым дүкеннен айфон алып берші ,0,mum shop iphone and me 
509,бұл тауық өмiрiнiң cоңына дейiн күресiп өттi ,0,this chicken was a life before co na kuresi 
510,футболшының арманы ,0,a football player s dream 
511,"like, егер осы суреттен мысықты тапсаң ",0,"like, if you find a cat in this picture "
512,ээхх балалық шақ ,0,childhood xx 
513,сен де істеп көр ,0,you try doing 
514,бізге жақсылықты балалардан үйрену керек ,0,we need to learn good children 
515,жігітті обал болды ау ,0,"oh man, was offending "
516,бұл мен үлкен өмірге бара жатқан ,0,this is where i m going to live a great life 
517,денесі қалай ,0,how the body 
518, кең кредит алғанда ,0," ke credit , "
519,мен де сегіз кубик бар ,0,and eight cube 
520,нағыз достар қиын сәтте бірінбірі тастамайды ,0,true friends do not abandon each other in difficult times 
521,"жігіттер, қараңдар қызым сыйлады ",0," guys , look, my daughter gave it to me "
522,қызметте өсті деген осы ,0,this means that he has grown in service 
523,керемет ауыздық ,0,great mouth 
524,"йә, лайк баспай не істеп отырсың ",0,"yes , pressing like what are you doing "
525,"е, қайран жаз ",0,"e, amazed summer "
526,вокзалдан түскенде ,0,when leaving the station 
527,сабаққа қатты асыққан ғой ,0,i m in a hurry to class 
528,"он рет селфиге түсіп, əйтеуір бір суретің сəтті шыққандағы түрің ",0,ten times the self entered the picture indefinitely until successful background 
529,кіші ініңді балабақшадан алып кетуге келген кезде ,0,when the younger brother came to pick up the kindergarten 
530,eciңде ме ,0,eci de 
531,егер сен де осы ойынды ойнасаң басуды ұмытпа ,0,"if you also play this game, do n t forget to click "
532, ғасырдың студенті ,0, st century student 
533,менің арманымдағы гараж ,0,the garage of my dreams 
534,есіңде ме ,0,do you remember 
535,мына қоянды өз стенаңа алып кетші ,0,this hare from its stena a ket i 
536,өзге планеталарда ,0,on other planets 
537,керемет әке,0,wonderful father
538,бір екі затымды алам да шығам,0,one of the two may have to get my item
539,әйтеуір көпшіліктен қалмай секіре беру керек,0,at least not the majority must now jump
540,ешқашан ғаламтордан киім алмаңдар ,0,never take clothes online 
541,менің тыңдайтын өлеңдерімді онша емес дейтіндерге ,0,to those who say that the songs i listen to are not so good 
542,автобусқа жиі мінетіндер түсінеді ,0,those who often take the bus understand 
543,тауық бірінші пайда болдыма әлде жұмыртқама джейсон стэтхэм,0,did the chicken appear first or an egg jason statham
544,сүйетін қызың үшін не істемейсің ,0,what do n t you do for the girl you love 
545,болды ма ,0,was it 
546,у тебя еще нет своей хоккейной команды в hockeybattle ты станешь владельцем клуба и будешь играть онлайн с тысячами игроков установи на свой смартфон сейчас http hockeybattle ru store ,0,u tebya more no sending xokkeynoy team stab hockeybattle as owner s club and you will grat online t sya am grokov install on your smartphone сейчас http hockeybattle ru store 
547,ұнатсаң лүпілдет ,0,"if you like it, click "
548,кімнін есінде ,0,who remembers 
549,осы жерге барғың келеді ме ,0,do you want to go to this place 
550, көрші ауылдың қыздары менің ауылымның қыздары,0, girls from the neighboring village girls from my village
551,жакында басталады ,0,coming soon 
552,осы жұрттың балаларына жете алмайақ қойдық ,0,these people have children without having to reach 
553,балаларыма мектепке киім əперейін деп барсам ,0,children go to the school as clothing əpereyin 
554,жаңа оқу жылына қаншалықты дайынсың дегенде мен ,0,as far as i am ready for the school year 
555,жақында ,0,soon 
556,өзін ауадаймын деп ойлап қалғанғой ,0,self thinks awadaym n qal an oy 
558,қатты шаршаған ғой ,0,it is very tired 
559,артқы колесо прочный екен ,0,rear koleso was pro n y 
560,дөңгелектері сонша қымбат болған сиякты,0,like the wheels were so expensive
561,мені шыға алмайды деп ойладың ба ,0,did you think i could n t get out 
562,басында түсінбей біраз қарап тұрдым ,0,i watched a little confused at the beginning of 
563,осы күніңе шүкір десең болады ,0,if you want to thank your day 
564,енді лексуспен жүретін болдым,0,now i drive a lexus
565,мықты приколдар естігенде,0,when you hear strong jokes
566,ұқсайды ма ,0,does it look like 
567,ит адамның досы,0,the dog is man s friend
568,автоматты түрде отындар оздері кезекпен жана береді ойланып қара,0,automatically alternate fuels ozdere new think black
569,жолақыларың бар ма ,0,is there a cover travel 
570,"мамау, маммммамауне сен ұйықтап жатырсың ба ",0," mamaw , maymmmamaw what are you are you asleep "
571,аяқ киімге ақша жетпей қалған,0,the rest of the footwear not have enough money
572,"электр қуатын жемейтін, тегін холдильник",0,"power not to eat , free xold ln k"
573,сәтті сурет,0,successful picture
574,"пиво сендерден, балық менен",0,"beer from you , fish with me"
575,не байқадың ,0,what did you notice 
576,"тәлпіштенбей, келісші енді",0, agreed t lpi tenbey
577,"мына жүні жоқ, тақыр бас тышқан осыны репост жасап алып кетпесең тақырбас болып қаласың ",0,"the following hair , bare head mouse is going to make a repost this topic "
578,мына ападан сатып алуға тура келеді,0,i have to buy it from this sister
579,өзің ғой үйге қамап кеткен,0,that you are locked at home
580,тәуекел деп осыны айт,0,you have a risk
581,ду қол репост жасап қояйық,0,"du , let us consider the access to repost"
582,"құдай берем десе, форточкадан береді екен ғой ",0,"god gives , that is to forto kadan say "
583,мен емес мынау шашқан,0,and this is not doused
584,"ее, братан не істеп жатсың көзіңе қарап айдасай",0,"ee are you doing , bro let s look you in the eye"
585,мұғалім білмейтін сұрақ қойғанда ,0,the teacher does not know the question 
586,сәйкес құрастыған,0,according to qurast an
587,"ерте жатсам да ұйқым қанбады ертең қанатын шығар, демалыс қой",0,"although i went to bed early, i could not sleep tomorrow s holiday may have wings ,"
588,мені іздеп тұрсын ба ,0,are you looking for me 
589,"бүгін алып кет, ертең қалтаңда осынша ақша болады",0,"get today , tomorrow will be so much money in pockets"
590,мен де бір сұрақ не үшін ,0,i have one question why 
591,мысықтың отбасы,0,cat s family
592,"электр қуатын жемейтін, тегін холдильник",0,"power not to eat , free xold ln k"
593,"пиво сендерден, балық менен",0,"beer from you , fish with me"
594,орнында тұр ме екен суға ағып кетпепті ма әйтеуір,0,do you stand still do ketpepti finally flowing water
595,"екі әке, екі бала",0,"two fathers , two children"
596,үйдің электр қуатын үнемдейміз ,0,building energy saving 
597,екеуінің әкесі бір сияқты көздері бірдей,0,they both seem to have the same father the sources are the same
598,талантты суретші,0,talented artist
599,"қиын заман, құны жоқ теңгеміздің ",0,"there are difficult times , the value of currency "
600,"мына жаңбыр, қоятын жаңбыр ма қоймайтын жаңбыр ма ",0,"this would rain , rain and rain not "
601,көңілкүй көтеріңкі болсын,0,be in a good mood
602,ит баланың досы,0,the dog is the child s friend
603,мықты приколдар естігенде,0,when you hear strong jokes
604,"қарызын бермей қашып жүр еді, ұсталып қалды",0,"would have escaped without debt , were arrested"
605,романтик,0,romantic
606,"ала ғой, керек болып қалар",0," ala like me , is a must"
607,кімнің басынан өтпеді десейш,0,who has n t experienced it 
608,улы һәм кәләше әйнәһенең кү е менән,0,the son and daughterin law with the eyes of a motherinlaw
609,бір порциялық тарелкаға екі порция тамақ ,0,one serving dish to two servings of food 
610,түскі асқа кезекте тұр,0,lunch is in the queue
611,енді кептелістен қорықпаймын,0,now i am not afraid of traffic jams
612,"сен биле, мен шапалақ ұрып тұрамын",0,i am applauding you dance
613,құдай бір өзің жар бола гөр мені көргендер репост жасап алып кетсінші ,0,god please be with you i have seen how to make a repost ketsin i 
614,"үйде фен жоқ, осылай кеппесем",0,"there is no hair dryer in the house , so keppesem"
615,бір порциялық тарелкаға екі порция тамақ ,0,one serving dish to two servings of food 
616,анкета толтыру,0,fill out the application form
617,отан қорғаушылардың түрі мынау ,0,defender of the fatherland said 
618,сен протез киіп алғансың ба не ,0,whether you are wearing a prosthetic 
619,"егер кептердің көздері жанында емес, алдында болса",0,"if before , if not near sources of pigeons"
620,шаршасаң үйіңе барып жат ,0,you are going to go home tired 
621,көңіл айтып жатыр,0,condolences to
