,text,label
638,"Ауғанстандағы Талибандағы БАҚ министрі «Ахмед Мохтар» мен «Алжазира» каналындағы мұсылман тыңдаушылар арасындағы сұхбаттың маңызды бөліктері мен қысқаша мазмұны: 13 мамыр 2009 - 14 мамыр 2009 - 15 мамыр 2009 БАҚ министрінің «Ахмед Мохтар» әңгімесі. «Талибан» қозғалысында al jazeera форумында мұсылман тыңдаушыларымен және көрермендерімен: 1- талибан министрінің тыңдаушысы: Талибан ұлттық күштер қолдайтын Ауғанстан үкіметімен отыра ма? Исламдық мешіттердің ішінде АҚШ күштерінің көмекшілерін өлтіретін «шейіттік бомбардирлер» исламдық өзін-өзі өлтірушілер туралы не ойлайсыз? 2-министрдің жауабы: Жоқ, біз ешқашан НАТО күштерімен біздің ауған халқын өлтіруге қатысатын Ауғанстан үкіметімен бірге отырмаймыз, сонымен бірге біз Ауғанстанда барлық адамдар бірдей құқықтарға ие болатын исламдық бөлу ережелерін қолданғымыз келеді. исламдық теріске шығару ережелері мен исламдық заңдар ,,,, «меритдом операциялары» үшін жанкештілік бомбалау операциялары үшін біз американдықтарға және НАТО күштеріне және Ауғанстандағы барлық жерде НАТО күштерінің көмекшілеріне қарсы жанкештілік жарылысын жасаймыз және қолдаймыз және біз өз-өзіне қол жұмсауды қолдамаймыз мүжахидтер мен ислам жауынгерлері туралы жағымсыз көрініс беретін операциялар ---------------------------------------- -------------------------------------------------- ------------ 1- Талибан министрінің мұсылман тыңдаушысы: Иранның Ауғанстандағы рөлі қандай? және Ауғанстандағы талибан қозғалысында исламдық жауынгерлерге кім қару береді? 2- «Талибан» министрі: Ауғанстандағы иранның рөлі өте нашар, өйткені Иран «Талибанға» қарсы әскери күштерді қолдайды, сіздің қару-жарақ туралы сұрағыңыз үшін, біз әлемнің кез-келген нүктесінен барлық адал мұсылмандардан қару алып жатырмыз - -------------------------------------------------- ------------------------------------------ 1- Талибан министрінің мұсылман тыңдаушысы : Американың орталық барлау қызметінің алдыңғы басшысы «Джеймс Уилси» АҚШ исламдық елдердегі барлық режимді өзгертуді жоспарлап отыр және біз исламдық елдерде ережелер жүйесін Шығыс Еуропа елдеріндегі ережелер жүйесі сияқты құруды жоспарлап отырмыз «деп мәлімдеді. ,,, сіздің пікіріңіз қандай? 2- Талибан министрі: біз «Америка Құрама Штаттары» барлық әрекеттерді жасамақшы екенін білеміз, бірақ АҚШ «Ауғанстан» империясының қабіріне түсіп кеткендіктен ақымақ. -------------------------------------------------- -------------------------------- 1- Талибан министрінің мұсылман тыңдаушысы: АҚШ күштеріне қарсы ауғандық жиһад бола ала ма? әлемнің басқа жерлерін қамту үшін кеңейтілді ме? 2- талибан министрі: «Құдай қаласа» ауғандықтар Ауғанстандағы американдықтарды жеңген кезде бүкіл әлемге үлкен әсер етеді ------------------- -------------------------------------------------- ------------------------ 1- «Талибан» министрінің мұсылман тыңдаушысы: сіздің ал-Қаида ұйымымен қандай байланыстарыңыз бар? 2- талибан министрі: біздің Al qaeda ұйымымен және барлық мұсылман шетелдік жауынгерлермен қарым-қатынасымызды жазу мүмкін емес, өйткені ал-Каеда мен талибан арасындағы қарым-қатынас өте ерекше, және бұл махаббат пен құрметке негізделген. -------------------------------------------------- -------------------------------- 1- Талибан министрінің мұсылман тыңдаушысы: Саудия Арабия үкіметі Ауғанстан үкіметіне көмектеседі ме? Талибанмен келіссөздер жүргізу? 2- Талибан министрі: «Абдел салам Дааиф» мырзасы сияқты Кабул қаласында Ауғанстанның орталық үкіметінің қол астында өмір сүріп жатқан «Талибан» тұтқындары теледидардан шығады және Сауд Арабиясының қамқорлығымен Ауғанстан үкіметінің арасында келіссөздер жүріп жатқанын айтады. олар тұтқында отыр және олар айтуға мәжбүр, бірақ «молдо Омар» мырза басқаратын нағыз Талибан қозғалысы Ауғанстан үкіметімен келіссөздер жүргізбейді және біз Ауғанстанда шетелдік басқыншылық күштер болған кезде біз ешқашан ауған үкіметімен келіссөз жүргізбейміз. . -------------------------------------------------- ------------------------------------ 1-талибан министрінің тыңдаушысы: сіздің қарым-қатынасыңыз қандай? осама бен ба? Осама бен денсаулығы жақсы ма? 2- талибан министрі: Осама бен Ладенмен қарым-қатынасымыздың негізі дін мен ілімдерге негізделген, біз осама бен ұрланғанды ​​жақсы көреміз ,,, біз осама бен ұрланғанды ​​қадірлейміз ,, және біз осама бен ұрланғанды ​​құрметтейміз, иә осама бин Леддің денсаулығы жақсы, ,, ----------------------------------------- -------------------------------------------------- Талибан министрінің мұсылман тыңдаушысы: БАҚ Талибан батыстан талибанның атын терроризм тізімінен алып тастауды өтінді деп айтуда? 2- талибан министрі: батыстың қалауы бойынша терроризм тізіміне ену біз үшін үлкен қуаныш! ----------------------------- -------------------------------------------------- --- 1- Талибан министрінің мұсылман тыңдаушысы: Ауғанстандағы НАТО күштерінің санын көбейтуге бағытталған НАТО күштерінің шешімі туралы не ойлайсыз? 2 - Талибан министрі: НАТО күштері Ауғанстандағы күштерін ұлғайту туралы шешім қабылдаған кезде, бұл ауған халқы оларды жек көреді деген сөз, және бұл НАТО күштерінің үлкен әскери күші мен үлкендігіне қарамастан Ауғанстанды алдай алмады деген сөз. БАҚ ,,,, ауған халқы НАТО күштерінің Ауғанстанға көмектесу үшін Ауғанстанға келді дегенге сену ақымақ емес ,,, ауған халқы исламдық радионы қызғанады және исламдық аймақты жақсы көреді және олар Ауғанстан жерін сатпайды. бірнеше доллардың орнына ,,,, ---------------------------------------- ----------------------------------------------- 1- Мұсылман талибан министрінің тыңдаушысы: шиех «абдоллаһам азамат» туралы не білесіз? 2 - талибан министрі: шиех абдолла азам 1989 жылы 24 қарашада Пакистанда Пешаварда американдық орталық барлаумен өлтірілген ---------- -------------------------------------------------- ------------------------ 1- мұсылман тыңдаушысы, министр ибан: батыста талибан ауған әйелдерін қудалайды деп жатыр, сондықтан сіздің пікіріңіз қандай? және сіз әйелдің ауған қоғамындағы рөлі туралы айтып бересіз бе? 2-талибан министрі: біз ауған әйелдерін жауапқа тартпаймыз, сонымен қатар Америка Құрама Штаттары ауған әйелдерін құрметтейді, егер АҚШ күштері американдық әуе соққыларында ауған әйелдері мен ауған балаларын өлтірсе, біз оларды жоғалтпаймыз. Білімі бойынша ауған әйелдері, біз тек ауған әйелдерінің білім алуға барғанда ислам дінінің ережелерін құрметтегенін қалаймыз. -------------------------------------------------- --------------------------------- 1- талибан министрінің тыңдаушысы: сіз не дайындадыңыз? Ауғанстанға келетін жаңа НАТО күштері үшін? 2- талибан министрі: біз «шәһидтік бомбардирлер» исламдық өзін-өзі өлтірушілердің армиясын дайындадық. --------------------------------- ------------------------------------------ 1- Талибан министрінің мұсылман тыңдаушысы : сіз Ирактағы исламшыл күрескерлермен байланыс жасайсыз ба? 2- талибан министрі: иә біз ирактағы исламшылармен байланыс жасаймыз ------------------------------------ ----------------------------------------------- 1- Мұсылман Талибан министрінің тыңдаушысы: Ауғанстаннан шыққаннан кейін шетелдік мұсылман сарбаздарға Ауғанстанда тұруға және әлемдегі ислам дұшпандарына қарсы жиһад жасауға көмектесесіз бе? 2- талибан министрі: «құдай қаласа» біз мұны істейміз, өйткені Ауғанстанда біздің ұлтымыз ислам, ал біздің құранымыз - құран -------------------------------------------------- ---------- 1- Талибан министрінің мұсылман тыңдаушысы: сіз Демократияға қарсысыз ба? 2- Талибан министрі: иә, біз Демократияға қарсымыз, өйткені Демократия дегеніміз ұлттың ұлтты басқаруы, яғни ұлт құдайдың ережелерінен бас тартуы мүмкін дегенді білдіреді, демек біз демократияны қылмыс деп санаймыз. «исламдық ережені қолдаймыз және Құран кітабы - мұсылман ұлттарымызды басқаруға тиіс конституция. -------------------------------------------------- -------------------------- 1- Талибан министрінің мұсылман тыңдаушысы: Талибан Пакистан исламдық пакистандық жауынгерлерді Ауғанстанға жібере ме? 2- талибан министрі: иә, және біз Ауғанстанда әлемнің түкпір-түкпірінен исламдық жауынгерлерді қабылдаймыз ------------------------------ ------------------------------------------------",1
639,"sorce: http: //prisonerofjoy.blogspot.com/ Исламабад - Талибанның жоғары лауазымды тұлғаларының бірі шейіт болу операциялары туралы түсіндірме берді .  Забуалллах CNN-ге берген сұхбатында. Забиулла - Мулла Омар басқаратын Ауғанстандағы Талибанның ресми өкілі. Забиуаллах Мужахид сұхбатында: «Біз бұл шәһидтік шабуылдарда ешқашан өзімізге мақсатты нысандарды таба алмаймыз ... бұл шабуылдар - крест жорықтары күштеріне (Америка және НАТО) қарсы соғысымыздың бөлігі, сондықтан бізге осы Шахид операциялары қажет болған кезде біз оны жасаймыз. ! Егер біздің мақсатымыз шетелдік күштер немесе жергілікті күштер болса, біз жергілікті халықты алдын-ала хабардар едік, сол себепті біз жергілікті халықты оларға жақын болмауға шақырамыз. » Сондай-ақ, оған шейх Усама бен Ладиннің басшылығымен «Талибан» мен «Аль-Каида» арасындағы байланыс туралы сұрақ қойылды. «Біз» Аль-Каиданың «қол астында емеспіз. Мұнда бірнеше адам келіп, жаулармен күресуге қатысқысы келді және біз оларды жақсы қабылдадық» «Біз осы елден (Ауғанстан) келеміз, біз мұнда бастықпыз. Біздің олармен ешқандай байланысымыз жоқ - сол сияқты олардың бізбен байланысы да жоқ. Егер моджахедтер осы жерде джихад өткізгісі келсе, онда оларды құптайды», - деді ол. . Забиуалла «Талибан исламдық шариғат пен үкіметтің құрылуын қалайды және олар шетелдік күштерді өз елінен шығаруға тырысады» деді. «Біз бұған дейін Ауғанстанда исламдық шариғат пен үкімет құрамыз деп айтқан болатынбыз, сол себепті біз шетелдік басқыншыларды өз елімізден шығару үшін күресіп жатырмыз. Бұл біздің ел, біз оны басқаруымыз керек», - деп толықтырды Забиуалла. Ауғанстандағы алдағы сайлауға жауап бере отырып, Забуалллах оны «әзіл» деп атады, «бұл сайлау емес, бұл таңдау. Бұл адамдар Ақ үйден сайланған». «Біз сайлаудың өткірлігін бұзамыз» деді ол. «Біз мақсаттарды ауған парламент мүшелері мен үкімет кеңсесінің шенеуніктерінен табамыз». Ал ұрысқа қатысу үшін Ауғанстанға кіреміз деп айтылған Пәкістандық «Талибан» мүшелеріне қатысты сұраққа ол: «Егер олар келсе, біз оларды жақсы қабылдаймыз» деп жауап берді. Ол сондай-ақ, Талибан бірге отыра алатындығын айтты: «Біз екі жолды, келіссөздер мен соғысты қолданып жатырмыз. Олардан біздің елден кетуді сұраймыз, біз пікірталас өткізуге дайынбыз. Бірақ егер олар пікірталас өткізіп, таңдау жасауға дайын болмаса қарудың аузымен сөйлесу үшін, содан кейін біз қаруымыздың аузымен сөйлесеміз ». [мұсылмандық]",1
640,"Бұрын хабарлағандай, шабуылды жанкештінің көлік жасағаны жасаған, бірақ кейінірек полиция жарылыс болған кезде көлік жарылған кезде тоқтаған. Содырлар соңғы 18 айда жалпы зорлық-зомбылық күрт төмендегеніне қарамастан шабуылдарды жалғастыруда. АҚШ шенеуніктері 31 қаңтардағы дауыс беруге дейін зорлық-зомбылық болуы мүмкін деп ескертті. Полицияның мәлімдеуінше, Аль-Каиданың жасушалары Анбар провинциясының батыс провинциясындағы Гармада әлі де белсенді деп санайды. Анбар 2006 жылы тайпалық басшылар қауіп төнгенге дейін сунниттік арабтардың АҚШ күштеріне қарсы көтерілістерінің жүрегі болды. Провинция қазір біршама бейбіт, бірақ келесі сенбідегі дауыс беру алдында сунниттік топтар арасындағы шиеленіс күшейе түсті.",1
641,Цитата: Мәскеудегі Би-би-си Ричард Галпин мұсылман көтерілісшілерінің Грозныйға шабуыл жасауы сирек болады дейді ... Өтірік ... Мужахидтер Грозныйда және оның айналасында әр апта сайын операциялар жасайды. ,1
642,"'' Біздің өлгендеріміз жұмақта ... ''. ҚКК командасы Мұса Мұқожевтің қайтыс болуын растайды Жарияланған уақыты: Бүгін Джохар уақытымен сағат 09: 55-те «Олардың кейбіреулері анттарын өліммен (шайқаста) берді, және олардың кейбіреулері әлі де күтуде, бірақ олар еш өзгерген жоқ ... «(33:23) Біздің бауырларымыз ҚБК құрама провинциясының наибтері (орынбасарлары), Эмир Абу Мухаммад (Мұса Мұқожев), Эмир Хамза ( Марат Гулиев) және ағасы Хасан Сизажев Шухада (шәһидтер) болды, бауырларымыз бұл әлемді қолдарындағы қару-жарақтармен, толықтай тастап кетті! Олар ең қымбаттарын - жандарын, жұмақтың орнына құрбан етті! өздерінің «жеңістеріне» қуанышты және екі лидердің өлтірілгенін хабарлады Хабарда, Балкария және Карачай провинциясының мужахидтері. Бірақ бұл бақыт алдамшы, өйткені біздің бауырларымыз шейіт болды, , олар тағдырына қуанады, бірақ жиһад туы оны көптеген жылдар бойы ұстап келген басқа мүжахидтерде бар. джихадтың тура жолы!  Бірақ біз 10 жылдан астам Солтүстік Кавказ мұсылмандарының істерімен айналысқан лайықты бауырластарымыздың бізді тастап кеткеніне куә боламыз.  2009 жылы 22 сәуірде ҚБК провинциясының Хасаня ауылында шейіт болған ағамыз Абу Усманның (Зейтун Сұлтанов) ҚБК провинциясының наибінің шейіт болғаны туралы ақпарат расталды. !  Дереккөз: IslamDin.com Кавказ орталығы",1
643,"әлемдегі кейбір теледидарлар мен жаңалықтар АҚШ пен Ауғанстан үкіметі талибанды Ауғанстан үкіметіне жеткізуге күш салуда дейді, біз бұл хабарламаны 2009 жылдың 16 мамырында барлық халыққа жеткізу үшін жазып отырмыз. Ауғанстанда шетелдік күштер болған кезде біз ешқашан Ауғанстан үкіметімен және АҚШ үкіметімен ешқашан келіссөздер жүргізе алмайтындығымыз туралы әлемде: - Ауғанстан үкіметі мен үкіметімен келіссөздердің шарттары төмендегідей: - 1 келіссөздерден бұрын Ауғанстаннан шыққан күштер 2- келіссөздер алдында барлық ауған тұтқындарын түрмеден шығару,,,,,,,,,,,,,,,,, , егер АҚШ-тың үкіметі барлық ауған тұтқындарын түрмеден шығарса және НАТО күштері бұл жағдайда Ауғанстанда қалса, біз НАТО күштері мен жолдан тайған адамдарды өлтіруді және күресуді жалғастырамыз, ,,, АҚШ халықаралық бұқаралық ақпарат құралдарындағы сөздерді жасыру үшін өте жақсы Ауғанстандағы НАТО күштерінің сұрақтары, егер сіз теледидарлар мен жаңалықтардан Талибан мен Ауғанстан үкіметі арасында келіссөздер жүретінін, яғни бұл жаңалықтар өтірікші, өтірікші, жалған және негізсіз екендігі туралы жаңалықтар еститін болсаңыз, онда біз Ауғанстанның жолдан тайған үкіметі кейбір талибан тұтқындарын түрмеден шығарып, олармен теледидар арқылы сөйлесіп, бүкіл әлемге талибан мен ауған жолданған үкімет арасында келіссөздер бар деп айту үшін жауап бермейді, ,,,,,,, біз оны тағы да айтамыз және тағы да ,,,, біз ешқашан АҚШ пен Ауғанстан үкіметі және НАТО күштерімен келіссөздер жүргізбейміз ,,,, біз ешқашан Ауғанстан жерін НАТО күштеріне бірнеше долларға және батысқа кіру визасын сатпаймыз ,,, НАТО күштеріне азапты ауған халқының азаптары мен азаптарын бірнеше долларға және батысқа кіру визасын сатыңыз, біз ешқашан қайтыс болған ауған әйелдері мен қайтыс болған ауған балаларын НАТО күштеріне бірнеше долларға және кіру визасын сатпаймыз. батыс ,,,, саған рахмет r біздің хабарламамызды оқып жатыр 16 мамыр 2009 ж",1
644,Гераттағы Шендан әуежайында мүжахидтерге қарсы зымырандар кешегі 15-05-2009 Ауғанстан Ислам Әмірлігінің мүжахидтері Герат провинциясындағы Шенданд әуежайына зымырандарды жіберді. Зымырандар жаудың ауыр шығынына ұшыраған базаға қонды. Қари Юсуф Ахмади баяндаған,1
645,"Осы жаңалықтардың ішіндегі ең қызығы, бұл адамдар біздің бауырларымызды өлтірді деп мақтанады және ешқашан олар талап етіп жатқан дәлелдерді көрсете алмайды, бірақ екінші жағынан, егер біздің бауырларымыз оларды өлтірді десе, онда бұл - бұл жай талап қана емес, бізде суреттер мен бейнелер бар. Керемет !! Ашуланғанда тілдеріңді тісте! Қазір бұқара сенбейді! Бұдан да сорақысы, сіз жеңілесіз, біздің жерімізден масқара болып қуылады!",1
646,"Бауырым, бұл мәселе туғызбайды, бірақ бұл соғыс «крест жорығы емес» деп айтқандардың жүрегін тазартады, бұл крест жорығы және егер олар Абу Гурайбтың жағдайы болса, Гуантанамо мен басқа да құпияның жағдайы қалай болады? түрмелерде жиһад жетекшілерінің өмірі қалай жүреді шейх Абу зубайда, шейх Абу мусаб асури және крейсерлердің тұтқындарындағы көптеген шейхтар сионистер мен жолдан таюшылар, мұсылмандар оянып, жиһадқа шығады жеңісі бізге тиесілі, бұл Жеңіс жылы",1
647,"Пакистан армиясы мен Талибан Пакистан арасындағы қақтығыстар кезінде Пакистан армиясының 3 әскери қызметкері қаза тапты, және Талибан Пакистан мен Пакистан арасындағы қақтығыстар мен соғыс әлі де жалғасуда сәт",1
648,"Алғашқы шайқас Хиран провинциясының Мухас аймағында, жұма күні, хижраның 2030 жылы, 15 мамырда, 2009 ж., 1430 жылы, Джумада әл-Авал, және Авлия милиционерлер мен мүжахидтерден 6 сарбаз қаруларын өлтірді, ал қалғандары қашып кетті. Дала бір нәрсені бұрмаламайды. Жұма намазынан кейін осы әскерилердің көп бөлігі орталық Сомалидегі Джалгадуд аймағындағы Вабхо аймағына шабуыл жасады, ал мужахидтер оларды іздестірді және сол жерде әлі де жалғасып жатқан қатыгез ұрыс басталды. Айта кету керек, Сомалидегі жолдан тайған үкіметті қолдайтын крест жорықтары үкіметтері Ирактағы ояну күштеріне ұқсас өздеріне адал, тайпалық отрядтар құруға ұмтылуда, бірақ мүжахидтер оларды күтіп, олардың қозғалыстарын мұқият қадағалап отырады, бірақ көпшілік біле бермейді, біз күресеміз.  Жас мүжахидтер қозғалысының медиа бөлімі (16 армия) Мужахидтер және сенушілерді арандату",1
649,мен кіші кафыров күнін күте алмаймын. жолдан тайған әкесі сияқты жойылады!,1
650,"Эфиопия қолдаған жолдан тайған үкімет жасақтары Орталық Сомалияның Хиран және Джайдун аймақтарында. Бұл шайқастар осы аймақтағы муһахидиин бекіністеріне шабуыл жасағаннан кейін, жолдан тайған үкімет пен Африка күштеріне қысым жасауды жеңілдету үшін Мугадидидің астанасы Мужахидидің әскері қоршап алған. Алғашқы шайқас Хиран аймағындағы Махас аймағында 2009 жылдың 15 мамырында, таңертең өтті. Ұрыста 6 милиционер қаза тауып, мужахидтер қаруларын тартып алды. Сол жерде қалғандары одан әрі күреспей, ұрыс даласынан қашып кетті.  ризашылық білдіремін: жұма намазынан кейін осы жасақшылардың көпшілігі Орталық Сомалидегі Джадждн аймағындағы Вахибу аймағына шабуыл жасады, бірақ мужахидтер оларға дайын болды. Бұл жерде қатты ұрыс басталды, әрі ол әлі де жалғасуда. Сомалидегі жолдан тайған үкіметті қолдайтын крест жорықтары үкіметтері Ирактағы Сахват сияқты адал, тайпалық отрядтар құру үшін көп жұмыс істеп жатқандығын атап өткен жөн. Мужахидтер оларды барлық жерде күтіп алып, олардың қимылдарын мұқият бақылап отырады.  Шабаба Аль Мужахидиин медиа бөлімі. H (Аль-Асмара Әл-Исламия армиясы 21) Мужахидтерге хабарлау және мүміндерді арандату",1
651,"Сауд Арабиясының шииттері тәуелсіздік жариялады Күн, 17 мамыр 2009 ж. 11:26:41 GMT Шығыс Арабия Республикасы Сауд Арабиясының мұнайға бай Нажран және Аш-Шария эмираттарынан тұрады?. Сауд Арабиясындағы шиит азшылық «Шығыс Арабия Республикасы» деп аталатын елді құрып, Патшалықтан тәуелсіздігін жариялады. Бұқаралық ақпарат құралдарында аз ақпарат алған жаңадан құрылған мемлекет Катиф пен Аль-Хасаның шығыс аудандарында құрылды, деп хабарлайды шиіт діни жетекшісі шейх Нимр Бакир әл-Намрға жақын сайт. Жуырда Сауд Арабиясының бір топ белсенділері Патшалықтың билеушілеріне патша отбасының елдің саяси институттарына деген құлшынысын төмендететін реформалар жасауға шақырды. Өзін-өзі сипаттаған «құқық қорғаушылар» қол қойған петицияда Ұлыбритания, Иордания және Марокко сияқты конституциялық монархияны құруға шақырады ». Өткен жазда мұнай бағасы рекордтық шекті деңгейге түсіп кеткен соң, ел де биылғы жылы бюджеттің 30 млрд. Доллар тапшылығына тап болды. ",1
652,"Сәлемсіз байланыс немесе үзілістерге байланысты жаңалықтардан хабардар болу қиын болған сүйікті адамдарымызға назарларыңызға өткен күндердің маңызды жаңалықтары туралы қысқаша репортажды ұсынамыз.Медиа Джихад батальонындағы бауырларыңыздың сәлемдері, http://www.fileflyer.com/view / GWMIMBK http://www.fileflyer.com/view/0Zca6BN http://ifile.it/chzgdxw http://ifile.it/chzgdxw http://www.turboupload.com/40b8tzn57thc/rrrrr.rar.html http://uploading.com/files/IWZTS1BX/rrrrr.rar.html http://uploading.com/files/8WKH4YSO/rrrrr.rar.html",1
653,"Дәйексөз: Бастапқыда muwahidbrother бауырым, kashmir.it-те JIHAD FEESBELILAH жоқ, бұл тек ұлтшылдық үшін күрес және ислам мен жиһад деген белгі бар.  Мен ағайынның не айтып тұрғанын көріп тұрмын, бірақ мұндай мәлімдемелерге өте мұқият болу керек. Әрине, Кашмир және Таиланд сияқты жерлерде көптеген мұсылмандар ұлтшыл топтардың жолына түсіп кетті. Мұндай жерде мұндай джихад жоқ деп айту өте ауыр мәлімдеме!  Мәселен, Шешенстанға қараңызшы, тоқсаныншы жылдардағы көптеген адамдар кафирлік орыстарға қарсы күресті тәуелсіздік / ұлт-азаттық үшін күрес ретінде көрді, басында күрескерлер - мужахидтер мен ұлтшылдардың қосындысы. Енді ұлтшылдар өз еркімен сатып алынды немесе қару-жарақтарын алды, ал Кавказ Ислам Әмірлігінің шынайы Мужахидтерімен соғысуды жалғыз адамдар қалдырды!",1
654," мен ӘЛ-Сахабтың вазиристан қолбасшысымен жасаған соңғы сұхбатынан нені түсінемін? Кашмирдегі мүжахидтерге қару-жарақтарын қойып, Вазиристанға келіп, Пәкістанда исламдық мемлекет құруға көмектесуіңізді сұраймын! Салем, Acer007",1
655,Дәйексөз: Бастапқыда Әбу Умар Уа Алейкум Ас-Салам Мен кафрованың кіші күнін күте алмаймын. Жолдан таюшы әкесі сияқты жойылады ,1
